,Date,Site,parameter,o3,co,so2,no2,pm10
3299,2018-11-08,170314201,44201,0.023,,,,
3300,2018-11-09,170310001,44201,0.024,,,,
3301,2018-11-09,170310076,42401,,,1.7,,
3302,2018-11-09,170311016,81102,,,,,24.0
3303,2018-11-09,170311601,44201,0.026,,,,
3304,2018-11-09,170313103,44201,0.021,,,,
3305,2018-11-09,170314002,44201,0.023,,,,
3306,2018-11-09,170314201,44201,0.026,,,,
3307,2018-11-10,170310001,44201,0.024,,,,
3308,2018-11-10,170310076,42401,,,1.6,,
3309,2018-11-10,170311016,81102,,,,,18.0
3310,2018-11-10,170311601,44201,0.025,,,,
3311,2018-11-10,170313103,44201,0.02,,,,
3312,2018-11-10,170314002,44201,0.022,,,,
3313,2018-11-10,170314201,44201,0.025,,,,
3314,2018-11-11,170310001,44201,0.024,,,,
3315,2018-11-11,170310076,42401,,,1.5,,
3316,2018-11-11,170311016,81102,,,,,24.0
3317,2018-11-11,170311601,44201,0.025,,,,
3318,2018-11-11,170313103,44201,0.019,,,,
3319,2018-11-11,170314002,44201,0.02,,,,
3320,2018-11-11,170314201,44201,0.024,,,,
3321,2018-11-12,170310001,44201,0.02,,,,
3322,2018-11-12,170310076,42401,,,1.6,,
3323,2018-11-12,170311016,81102,,,,,31.0
3324,2018-11-12,170311601,44201,0.023,,,,
3325,2018-11-12,170313103,44201,0.023,,,,
3326,2018-11-12,170314002,44201,0.022,,,,
3327,2018-11-12,170314201,44201,0.025,,,,
3328,2018-11-13,170310001,44201,0.026,,,,
3329,2018-11-13,170310076,42401,,,1.9,,
3330,2018-11-13,170311016,81102,,,,,24.0
3331,2018-11-13,170311601,44201,0.028,,,,
3332,2018-11-13,170313103,44201,0.023,,,,
3333,2018-11-13,170314002,44201,0.025,,,,
3334,2018-11-13,170314201,44201,0.03,,,,
3335,2018-11-14,170310001,44201,0.02,,,,
3336,2018-11-14,170310022,81102,,,,,30.0
3337,2018-11-14,170310076,44201,0.021,,,,
3338,2018-11-14,170311016,81102,,,,,34.0
3339,2018-11-14,170311601,44201,0.022,,,,
3340,2018-11-14,170313103,44201,0.017,,,,
3341,2018-11-14,170314002,44201,0.018,,,,
3342,2018-11-14,170314201,44201,0.029,,,,
3343,2018-11-15,170310001,44201,0.019,,,,
3344,2018-11-15,170310022,81102,,,,,33.0
3345,2018-11-15,170310076,44201,0.019,,,,
3346,2018-11-15,170311016,81102,,,,,38.0
3347,2018-11-15,170311601,44201,0.02,,,,
3348,2018-11-15,170313103,44201,0.012,,,,
3349,2018-11-15,170314002,44201,0.012,,,,
3350,2018-11-15,170314201,42101,,0.4,,,
3351,2018-11-16,170310001,44201,0.012,,,,
3352,2018-11-16,170310022,81102,,,,,29.0
3353,2018-11-16,170310076,44201,0.01,,,,
3354,2018-11-16,170311016,81102,,,,,34.0
3355,2018-11-16,170311601,44201,0.013,,,,
3356,2018-11-16,170313103,44201,0.008,,,,
3357,2018-11-16,170314002,44201,0.011,,,,
3358,2018-11-16,170314201,44201,0.014,,,,
3359,2018-11-17,170310001,44201,0.024,,,,
3360,2018-11-17,170310022,81102,,,,,25.0
3361,2018-11-17,170310076,44201,0.026,,,,
3362,2018-11-17,170311016,81102,,,,,19.0
3363,2018-11-17,170311601,44201,0.017,,,,
3364,2018-11-17,170313103,44201,0.019,,,,
3365,2018-11-17,170314002,44201,0.023,,,,
3366,2018-11-17,170314201,44201,0.028,,,,
3367,2018-11-18,170310001,44201,0.016,,,,
3368,2018-11-18,170310022,81102,,,,,22.0
3369,2018-11-18,170310076,44201,0.017,,,,
3370,2018-11-18,170311016,81102,,,,,19.0
3371,2018-11-18,170311601,44201,0.022,,,,
3372,2018-11-18,170313103,44201,0.018,,,,
3373,2018-11-18,170314002,44201,0.019,,,,
3374,2018-11-18,170314201,44201,0.025,,,,
3375,2018-11-19,170310001,44201,0.017,,,,
3376,2018-11-19,170310022,81102,,,,,36.0
3377,2018-11-19,170310076,44201,0.015,,,,
3378,2018-11-19,170311016,81102,,,,,35.0
3379,2018-11-19,170311601,44201,0.018,,,,
3380,2018-11-19,170313103,44201,0.017,,,,
3381,2018-11-19,170314002,44201,0.014,,,,
3382,2018-11-19,170314201,44201,0.022,,,,
3383,2018-11-20,170310001,44201,0.022,,,,
3384,2018-11-20,170310022,81102,,,,,32.0
3385,2018-11-20,170310076,44201,0.022,,,,
3386,2018-11-20,170311016,81102,,,,,29.0
3387,2018-11-20,170311601,44201,0.024,,,,
3388,2018-11-20,170313103,44201,0.019,,,,
3389,2018-11-20,170314002,44201,0.022,,,,
3390,2018-11-20,170314201,44201,0.026,,,,
3391,2018-11-21,170310001,44201,0.031,,,,
3392,2018-11-21,170310022,81102,,,,,20.0
3393,2018-11-21,170310076,44201,0.029,,,,
3394,2018-11-21,170311016,81102,,,,,21.0
3395,2018-11-21,170311601,44201,0.025,,,,
3396,2018-11-21,170313103,44201,0.025,,,,
3397,2018-11-21,170314002,44201,0.026,,,,
3398,2018-11-21,170314201,44201,0.033,,,,
3399,2018-11-22,170310001,44201,0.017,,,,
3400,2018-11-22,170310022,81102,,,,,24.0
3401,2018-11-22,170310076,44201,0.016,,,,
3402,2018-11-22,170311016,81102,,,,,26.0
3403,2018-11-22,170311601,44201,0.018,,,,
3404,2018-11-22,170313103,44201,0.011,,,,
3405,2018-11-22,170314002,44201,0.012,,,,
3406,2018-11-22,170314201,44201,0.016,,,,
3407,2018-11-23,170310001,44201,0.026,,,,
3408,2018-11-23,170310022,81102,,,,,29.0
3409,2018-11-23,170310076,44201,0.026,,,,
3410,2018-11-23,170311016,81102,,,,,33.0
3411,2018-11-23,170311601,44201,0.028,,,,
3412,2018-11-23,170313103,44201,0.024,,,,
3413,2018-11-23,170314002,44201,0.02,,,,
3414,2018-11-23,170314201,44201,0.026,,,,
3415,2018-11-24,170310001,44201,0.016,,,,
3416,2018-11-24,170310022,81102,,,,,19.0
3417,2018-11-24,170310076,44201,0.016,,,,
3418,2018-11-24,170311016,81102,,,,,18.0
3419,2018-11-24,170311601,44201,0.017,,,,
3420,2018-11-24,170313103,44201,0.011,,,,
3421,2018-11-24,170314002,44201,0.014,,,,
3422,2018-11-24,170314201,44201,0.017,,,,
3423,2018-11-25,170310001,44201,0.019,,,,
3424,2018-11-25,170310022,81102,,,,,15.0
3425,2018-11-25,170310076,44201,0.019,,,,
3426,2018-11-25,170311016,81102,,,,,12.0
3427,2018-11-25,170311601,44201,0.022,,,,
3428,2018-11-25,170313103,44201,0.019,,,,
3429,2018-11-25,170314002,44201,0.019,,,,
3430,2018-11-25,170314201,44201,0.022,,,,
3431,2018-11-26,170310001,44201,0.019,,,,
3432,2018-11-26,170310022,81102,,,,,12.0
3433,2018-11-26,170310076,44201,0.017,,,,
3434,2018-11-26,170311016,81102,,,,,10.0
3435,2018-11-26,170311601,44201,0.023,,,,
3436,2018-11-26,170313103,44201,0.014,,,,
3437,2018-11-26,170314002,44201,0.018,,,,
3438,2018-11-26,170314201,44201,0.023,,,,
3439,2018-11-27,170310001,44201,0.019,,,,
3440,2018-11-27,170310022,81102,,,,,24.0
3441,2018-11-27,170310076,44201,0.02,,,,
3442,2018-11-27,170311016,81102,,,,,19.0
3443,2018-11-27,170311601,44201,0.023,,,,
3444,2018-11-27,170313103,44201,0.015,,,,
3445,2018-11-27,170314002,44201,0.019,,,,
3446,2018-11-27,170314201,44201,0.022,,,,
3447,2018-11-28,170310001,44201,0.019,,,,
3448,2018-11-28,170310022,81102,,,,,33.0
3449,2018-11-28,170310076,44201,0.017,,,,
3450,2018-11-28,170311016,81102,,,,,37.0
3451,2018-11-28,170311601,44201,0.024,,,,
3452,2018-11-28,170313103,44201,0.014,,,,
3453,2018-11-28,170314002,44201,0.016,,,,
3454,2018-11-28,170314201,44201,0.02,,,,
3455,2018-11-29,170310001,44201,0.011,,,,
3456,2018-11-29,170310022,81102,,,,,32.0
3457,2018-11-29,170310076,44201,0.01,,,,
3458,2018-11-29,170311016,81102,,,,,39.0
3459,2018-11-29,170311601,44201,0.015,,,,
3460,2018-11-29,170313103,44201,0.003,,,,
3461,2018-11-29,170314002,44201,0.006,,,,
3462,2018-11-29,170314201,42101,,0.6,,,
3463,2018-11-30,170310001,44201,0.006,,,,
3464,2018-11-30,170310022,81102,,,,,45.0
3465,2018-11-30,170310076,44201,0.009,,,,
3466,2018-11-30,170311016,81102,,,,,48.0
3467,2018-11-30,170311601,44201,0.008,,,,
3468,2018-11-30,170313103,44201,0.011,,,,
3469,2018-11-30,170314002,44201,0.012,,,,
3470,2018-11-30,170314201,42101,,0.6,,,
3471,2018-12-01,170310001,44201,0.013,,,,
3472,2018-12-01,170310022,81102,,,,,26.0
3473,2018-12-01,170310076,44201,0.012,,,,
3474,2018-12-01,170311016,81102,,,,,24.0
3475,2018-12-01,170311601,44201,0.017,,,,
3476,2018-12-01,170313103,44201,0.013,,,,
3477,2018-12-01,170314002,44201,0.014,,,,
3478,2018-12-01,170314201,44201,0.021,,,,
3479,2018-12-02,170310001,44201,0.011,,,,
3480,2018-12-02,170310022,81102,,,,,12.0
3481,2018-12-02,170310076,44201,0.012,,,,
3482,2018-12-02,170311016,81102,,,,,14.0
3483,2018-12-02,170311601,44201,0.014,,,,
3484,2018-12-02,170313103,44201,0.012,,,,
3485,2018-12-02,170314002,44201,0.012,,,,
3486,2018-12-02,170314201,44201,0.014,,,,
3487,2018-12-03,170310001,44201,0.024,,,,
3488,2018-12-03,170310022,81102,,,,,12.0
3489,2018-12-03,170310076,44201,0.02,,,,
3490,2018-12-03,170311016,81102,,,,,11.0
3491,2018-12-03,170311601,44201,0.026,,,,
3492,2018-12-03,170313103,44201,0.026,,,,
3493,2018-12-03,170314002,44201,0.024,,,,
3494,2018-12-03,170314201,44201,0.029,,,,
3495,2018-12-04,170310001,44201,0.019,,,,
3496,2018-12-04,170310022,81102,,,,,20.0
3497,2018-12-04,170310076,44201,0.02,,,,
3498,2018-12-04,170311016,81102,,,,,23.0
3499,2018-12-04,170311601,44201,0.024,,,,
3500,2018-12-04,170313103,44201,0.02,,,,
3501,2018-12-04,170314002,44201,0.036,,,,
3502,2018-12-04,170314201,44201,0.026,,,,
3503,2018-12-05,170310001,44201,0.025,,,,
3504,2018-12-05,170310022,81102,,,,,24.0
3505,2018-12-05,170310076,44201,0.025,,,,
3506,2018-12-05,170311016,81102,,,,,31.0
3507,2018-12-05,170311601,44201,0.029,,,,
3508,2018-12-05,170313103,44201,0.021,,,,
3509,2018-12-05,170314002,42602,,,,25.5,
3510,2018-12-05,170314201,44201,0.029,,,,
3511,2018-12-06,170310001,44201,0.022,,,,
3512,2018-12-06,170310022,81102,,,,,26.0
3513,2018-12-06,170310076,44201,0.022,,,,
3514,2018-12-06,170311601,44201,0.024,,,,
3515,2018-12-06,170313103,44201,0.019,,,,
3516,2018-12-06,170314002,42602,,,,22.2,
3517,2018-12-06,170314201,44201,0.027,,,,
3518,2018-12-07,170310001,44201,0.021,,,,
3519,2018-12-07,170310022,81102,,,,,51.0
3520,2018-12-07,170310076,44201,0.021,,,,
3521,2018-12-07,170311601,44201,0.023,,,,
3522,2018-12-07,170313103,44201,0.016,,,,
3523,2018-12-07,170314002,44201,0.02,,,,
3524,2018-12-07,170314201,44201,0.023,,,,
3525,2018-12-08,170310001,44201,0.024,,,,
3526,2018-12-08,170310022,81102,,,,,31.0
3527,2018-12-08,170310076,44201,0.023,,,,
3528,2018-12-08,170311601,44201,0.023,,,,
3529,2018-12-08,170313103,44201,0.019,,,,
3530,2018-12-08,170314002,44201,0.02,,,,
3531,2018-12-08,170314201,44201,0.028,,,,
3532,2018-12-09,170310001,44201,0.01,,,,
3533,2018-12-09,170310022,81102,,,,,48.0
3534,2018-12-09,170310076,44201,0.01,,,,
3535,2018-12-09,170311601,44201,0.017,,,,
3536,2018-12-09,170313103,44201,0.013,,,,
3537,2018-12-09,170314002,44201,0.012,,,,
3538,2018-12-09,170314201,44201,0.02,,,,
3539,2018-12-10,170310001,44201,0.01,,,,
3540,2018-12-10,170310022,81102,,,,,62.0
3541,2018-12-10,170310076,44201,0.012,,,,
3542,2018-12-10,170311601,44201,0.012,,,,
3543,2018-12-10,170313103,44201,0.011,,,,
3544,2018-12-10,170314002,44201,0.013,,,,
3545,2018-12-10,170314201,44201,0.018,,,,
3546,2018-12-11,170310001,44201,0.015,,,,
3547,2018-12-11,170310022,81102,,,,,58.0
3548,2018-12-11,170310076,44201,0.015,,,,
3549,2018-12-11,170311601,44201,0.017,,,,
3550,2018-12-11,170313103,44201,0.011,,,,
3551,2018-12-11,170314002,44201,0.014,,,,
3552,2018-12-11,170314201,44201,0.017,,,,
3553,2018-12-12,170310001,44201,0.022,,,,
3554,2018-12-12,170310022,81102,,,,,41.0
3555,2018-12-12,170310076,44201,0.021,,,,
3556,2018-12-12,170311601,44201,0.024,,,,
3557,2018-12-12,170313103,44201,0.017,,,,
3558,2018-12-12,170314002,44201,0.022,,,,
3559,2018-12-12,170314201,44201,0.022,,,,
3560,2018-12-13,170310001,44201,0.012,,,,
3561,2018-12-13,170310022,81102,,,,,36.0
3562,2018-12-13,170310076,44201,0.012,,,,
3563,2018-12-13,170311016,81102,,,,,43.0
3564,2018-12-13,170311601,44201,0.017,,,,
3565,2018-12-13,170313103,44201,0.006,,,,
3566,2018-12-13,170314002,44201,0.008,,,,
3567,2018-12-13,170314201,44201,0.019,,,,
3568,2018-12-14,170310001,44201,0.015,,,,
3569,2018-12-14,170310022,81102,,,,,33.0
3570,2018-12-14,170310076,44201,0.01,,,,
3571,2018-12-14,170311016,81102,,,,,32.0
3572,2018-12-14,170311601,44201,0.01,,,,
3573,2018-12-14,170313103,44201,0.009,,,,
3574,2018-12-14,170314002,44201,0.01,,,,
3575,2018-12-14,170314201,44201,0.013,,,,
3576,2018-12-15,170310001,44201,0.025,,,,
3577,2018-12-15,170310022,81102,,,,,26.0
3578,2018-12-15,170310076,44201,0.024,,,,
3579,2018-12-15,170311016,81102,,,,,26.0
3580,2018-12-15,170311601,44201,0.022,,,,
3581,2018-12-15,170313103,44201,0.022,,,,
3582,2018-12-15,170314002,44201,0.021,,,,
3583,2018-12-15,170314201,44201,0.025,,,,
3584,2018-12-16,170310001,44201,0.017,,,,
3585,2018-12-16,170310022,81102,,,,,27.0
3586,2018-12-16,170310076,44201,0.016,,,,
3587,2018-12-16,170311016,81102,,,,,23.0
3588,2018-12-16,170311601,44201,0.016,,,,
3589,2018-12-16,170313103,44201,0.013,,,,
3590,2018-12-16,170314002,44201,0.016,,,,
3591,2018-12-16,170314201,44201,0.021,,,,
3592,2018-12-17,170310001,44201,0.02,,,,
3593,2018-12-17,170310022,81102,,,,,25.0
3594,2018-12-17,170310076,44201,0.019,,,,
3595,2018-12-17,170311016,81102,,,,,37.0
3596,2018-12-17,170311601,44201,0.024,,,,
3597,2018-12-17,170313103,44201,0.019,,,,
3598,2018-12-17,170314002,44201,0.022,,,,
3599,2018-12-17,170314201,44201,0.027,,,,
3600,2018-12-18,170310001,44201,0.019,,,,
3601,2018-12-18,170310022,81102,,,,,39.0
3602,2018-12-18,170310076,44201,0.018,,,,
3603,2018-12-18,170311016,81102,,,,,55.0
3604,2018-12-18,170311601,44201,0.02,,,,
3605,2018-12-18,170313103,44201,0.01,,,,
3606,2018-12-18,170314002,44201,0.013,,,,
3607,2018-12-18,170314201,44201,0.014,,,,
3608,2018-12-19,170310001,44201,0.017,,,,
3609,2018-12-19,170310022,81102,,,,,33.0
3610,2018-12-19,170310076,44201,0.018,,,,
3611,2018-12-19,170311016,81102,,,,,45.0
3612,2018-12-19,170311601,44201,0.022,,,,
3613,2018-12-19,170313103,44201,0.011,,,,
3614,2018-12-19,170314002,44201,0.012,,,,
3615,2018-12-19,170314201,44201,0.017,,,,
3616,2018-12-20,170310001,44201,0.011,,,,
3617,2018-12-20,170310022,81102,,,,,33.0
3618,2018-12-20,170310076,44201,0.012,,,,
3619,2018-12-20,170311016,81102,,,,,33.0
3620,2018-12-20,170311601,44201,0.012,,,,
3621,2018-12-20,170313103,44201,0.007,,,,
3622,2018-12-20,170314002,44201,0.009,,,,
3623,2018-12-20,170314201,44201,0.011,,,,
3624,2018-12-21,170310001,44201,0.018,,,,
3625,2018-12-21,170310022,81102,,,,,17.0
3626,2018-12-21,170310076,44201,0.016,,,,
3627,2018-12-21,170311016,81102,,,,,16.0
3628,2018-12-21,170311601,44201,0.019,,,,
3629,2018-12-21,170313103,44201,0.017,,,,
3630,2018-12-21,170314002,44201,0.016,,,,
3631,2018-12-21,170314201,44201,0.021,,,,
3632,2018-12-22,170310001,44201,0.019,,,,
3633,2018-12-22,170310022,81102,,,,,26.0
3634,2018-12-22,170310076,44201,0.019,,,,
3635,2018-12-22,170311016,81102,,,,,21.0
3636,2018-12-22,170311601,44201,0.02,,,,
3637,2018-12-22,170313103,44201,0.014,,,,
3638,2018-12-22,170314002,44201,0.015,,,,
3639,2018-12-22,170314201,44201,0.018,,,,
3640,2018-12-23,170310001,44201,0.027,,,,
3641,2018-12-23,170310022,81102,,,,,25.0
3642,2018-12-23,170310076,44201,0.027,,,,
3643,2018-12-23,170311016,81102,,,,,18.0
3644,2018-12-23,170311601,44201,0.027,,,,
3645,2018-12-23,170313103,44201,0.021,,,,
3646,2018-12-23,170314002,44201,0.026,,,,
3647,2018-12-23,170314201,44201,0.027,,,,
3648,2018-12-24,170310001,44201,0.023,,,,
3649,2018-12-24,170310022,81102,,,,,22.0
3650,2018-12-24,170310076,44201,0.021,,,,
3651,2018-12-24,170311016,81102,,,,,19.0
3652,2018-12-24,170311601,44201,0.023,,,,
3653,2018-12-24,170313103,44201,0.017,,,,
3654,2018-12-24,170314002,44201,0.02,,,,
3655,2018-12-24,170314201,44201,0.022,,,,
3656,2018-12-25,170310001,44201,0.026,,,,
3657,2018-12-25,170310022,81102,,,,,22.0
3658,2018-12-25,170310076,44201,0.026,,,,
3659,2018-12-25,170311016,81102,,,,,27.0
3660,2018-12-25,170311601,44201,0.025,,,,
3661,2018-12-25,170313103,44201,0.015,,,,
3662,2018-12-25,170314002,44201,0.02,,,,
3663,2018-12-25,170314201,44201,0.017,,,,
3664,2018-12-26,170310001,44201,0.024,,,,
3665,2018-12-26,170310022,81102,,,,,34.0
3666,2018-12-26,170310076,44201,0.024,,,,
3667,2018-12-26,170311016,81102,,,,,49.0
3668,2018-12-26,170311601,44201,0.027,,,,
3669,2018-12-26,170313103,44201,0.017,,,,
3670,2018-12-26,170314002,44201,0.016,,,,
3671,2018-12-26,170314201,44201,0.026,,,,
3672,2018-12-27,170310001,44201,0.024,,,,
3673,2018-12-27,170310022,81102,,,,,16.0
3674,2018-12-27,170310076,44201,0.025,,,,
3675,2018-12-27,170311016,81102,,,,,16.0
3676,2018-12-27,170311601,44201,0.025,,,,
3677,2018-12-27,170313103,44201,0.02,,,,
3678,2018-12-27,170314002,44201,0.021,,,,
3679,2018-12-27,170314201,44201,0.022,,,,
3680,2018-12-28,170310001,44201,0.014,,,,
3681,2018-12-28,170310022,81102,,,,,18.0
3682,2018-12-28,170310076,44201,0.015,,,,
3683,2018-12-28,170311016,81102,,,,,13.0
3684,2018-12-28,170311601,44201,0.015,,,,
3685,2018-12-28,170313103,44201,0.016,,,,
3686,2018-12-28,170314002,44201,0.015,,,,
3687,2018-12-28,170314201,44201,0.022,,,,
3688,2018-12-29,170310001,44201,0.018,,,,
3689,2018-12-29,170310022,81102,,,,,19.0
3690,2018-12-29,170310076,44201,0.019,,,,
3691,2018-12-29,170311016,81102,,,,,15.0
3692,2018-12-29,170311601,44201,0.019,,,,
3693,2018-12-29,170313103,42602,,,,23.0,
3694,2018-12-29,170314002,44201,0.019,,,,
3695,2018-12-29,170314201,44201,0.02,,,,
3696,2018-12-30,170310001,44201,0.022,,,,
3697,2018-12-30,170310022,81102,,,,,21.0
3698,2018-12-30,170310076,44201,0.021,,,,
3699,2018-12-30,170311016,81102,,,,,25.0
3700,2018-12-30,170311601,44201,0.022,,,,
3701,2018-12-30,170313103,42602,,,,15.9,
3702,2018-12-30,170314002,44201,0.018,,,,
3703,2018-12-30,170314201,44201,0.023,,,,
3704,2018-12-31,170310022,81102,,,,,21.0
3705,2018-12-31,170310076,42401,,,2.2,,
3706,2018-12-31,170311016,81102,,,,,19.0
3707,2018-12-31,170311601,42401,,,1.0,,
3708,2018-12-31,170313103,42602,,,,28.1,
3709,2018-12-31,170314002,42602,,,,24.9,
3710,2018-12-31,170314201,42101,,0.3,,,
3711,2019-01-01,170310022,81102,,,,,17.0
3712,2019-01-01,170310076,42401,,,1.5,,
3713,2019-01-01,170311016,81102,,,,,11.0
3714,2019-01-01,170311601,42401,,,0.3,,
3715,2019-01-01,170313103,42602,,,,19.5,
3716,2019-01-01,170314002,42602,,,,19.3,
3717,2019-01-01,170314201,44201,0.029,,,,
3718,2019-01-02,170310022,81102,,,,,33.0
3719,2019-01-02,170310076,42401,,,1.4,,
3720,2019-01-02,170311016,81102,,,,,21.0
3721,2019-01-02,170311601,42401,,,0.2,,
3722,2019-01-02,170313103,42602,,,,28.1,
3723,2019-01-02,170314002,42602,,,,31.8,
3724,2019-01-02,170314201,44201,0.02,,,,
3725,2019-01-03,170310022,81102,,,,,38.0
3726,2019-01-03,170310076,42401,,,1.6,,
3727,2019-01-03,170311016,81102,,,,,25.0
3728,2019-01-03,170311601,42401,,,0.6,,
3729,2019-01-03,170313103,42602,,,,21.8,
3730,2019-01-03,170314002,42602,,,,23.7,
3731,2019-01-03,170314201,44201,0.016,,,,
3732,2019-01-04,170310022,81102,,,,,44.0
3733,2019-01-04,170310076,42401,,,2.6,,
3734,2019-01-04,170311016,81102,,,,,31.0
3735,2019-01-04,170311601,42401,,,3.2,,
3736,2019-01-04,170313103,42602,,,,36.7,
3737,2019-01-04,170314002,42602,,,,30.2,
3738,2019-01-04,170314201,44201,0.018,,,,
3739,2019-01-05,170310022,81102,,,,,33.0
3740,2019-01-05,170310076,42401,,,2.1,,
3741,2019-01-05,170311016,81102,,,,,23.0
3742,2019-01-05,170311601,42401,,,1.2,,
3743,2019-01-05,170313103,42602,,,,31.8,
3744,2019-01-05,170314002,42602,,,,26.6,
3745,2019-01-05,170314201,44201,0.024,,,,
3746,2019-01-06,170310022,81102,,,,,17.0
3747,2019-01-06,170310076,42401,,,1.4,,
3748,2019-01-06,170311016,81102,,,,,12.0
3749,2019-01-06,170311601,42401,,,0.8,,
3750,2019-01-06,170313103,42602,,,,21.0,
3751,2019-01-06,170314002,42602,,,,20.4,
3752,2019-01-06,170314201,44201,0.035,,,,
3753,2019-01-07,170310022,81102,,,,,18.0
3754,2019-01-07,170310076,42401,,,1.2,,
3755,2019-01-07,170311016,81102,,,,,17.0
3756,2019-01-07,170311601,42401,,,0.6,,
3757,2019-01-07,170313103,42602,,,,18.9,
3758,2019-01-07,170314002,42602,,,,18.1,
3759,2019-01-07,170314201,44201,0.024,,,,
3760,2019-01-08,170310022,81102,,,,,26.0
3761,2019-01-08,170310076,42401,,,1.6,,
3762,2019-01-08,170311016,81102,,,,,20.0
3763,2019-01-08,170311601,42401,,,0.5,,
3764,2019-01-08,170313103,42602,,,,24.0,
3765,2019-01-08,170314002,42602,,,,23.0,
3766,2019-01-08,170314201,44201,0.028,,,,
3767,2019-01-09,170310022,81102,,,,,26.0
3768,2019-01-09,170310076,42401,,,1.5,,
3769,2019-01-09,170311016,81102,,,,,16.0
3770,2019-01-09,170311601,42401,,,0.0,,
3771,2019-01-09,170313103,42602,,,,21.8,
3772,2019-01-09,170314002,42602,,,,14.7,
3773,2019-01-09,170314201,44201,0.026,,,,
3774,2019-01-10,170310022,81102,,,,,41.0
3775,2019-01-10,170310076,42401,,,3.9,,
3776,2019-01-10,170311016,81102,,,,,27.0
3777,2019-01-10,170311601,42401,,,0.3,,
3778,2019-01-10,170313103,42602,,,,44.0,
3779,2019-01-10,170314002,42602,,,,38.2,
3780,2019-01-10,170314201,44201,0.026,,,,
3781,2019-01-11,170310022,81102,,,,,33.0
3782,2019-01-11,170310076,42401,,,2.2,,
3783,2019-01-11,170311016,81102,,,,,44.0
3784,2019-01-11,170311601,42401,,,0.5,,
3785,2019-01-11,170313103,42602,,,,46.7,
3786,2019-01-11,170314002,42602,,,,44.4,
3787,2019-01-11,170314201,44201,0.017,,,,
3788,2019-01-12,170310022,81102,,,,,34.0
3789,2019-01-12,170310076,42401,,,6.1,,
3790,2019-01-12,170311016,81102,,,,,26.0
3791,2019-01-12,170311601,42401,,,0.7,,
3792,2019-01-12,170313103,42602,,,,27.1,
3793,2019-01-12,170314002,42602,,,,24.1,
3794,2019-01-12,170314201,44201,0.032,,,,
3795,2019-01-13,170310022,81102,,,,,14.0
3796,2019-01-13,170310076,42401,,,1.3,,
3797,2019-01-13,170311016,81102,,,,,11.0
3798,2019-01-13,170311601,42401,,,0.3,,
3799,2019-01-13,170313103,42602,,,,29.3,
3800,2019-01-13,170314002,42602,,,,29.0,
3801,2019-01-13,170314201,44201,0.04,,,,
3802,2019-01-14,170310022,81102,,,,,35.0
3803,2019-01-14,170310076,42401,,,2.4,,
3804,2019-01-14,170311016,81102,,,,,23.0
3805,2019-01-14,170311601,42401,,,0.5,,
3806,2019-01-14,170313103,42602,,,,27.0,
3807,2019-01-14,170314002,42602,,,,40.5,
3808,2019-01-14,170314201,44201,0.031,,,,
3809,2019-01-15,170310022,81102,,,,,27.0
3810,2019-01-15,170310076,42401,,,1.0,,
3811,2019-01-15,170311016,81102,,,,,18.0
3812,2019-01-15,170311601,42401,,,0.2,,
3813,2019-01-15,170313103,42602,,,,27.6,
3814,2019-01-15,170314002,42602,,,,19.9,
3815,2019-01-15,170314201,44201,0.025,,,,
3816,2019-01-16,170310022,81102,,,,,18.0
3817,2019-01-16,170310076,42401,,,1.2,,
3818,2019-01-16,170311016,81102,,,,,15.0
3819,2019-01-16,170311601,42401,,,0.3,,
3820,2019-01-16,170313103,42602,,,,22.7,
3821,2019-01-16,170314002,42602,,,,18.9,
3822,2019-01-16,170314201,44201,0.037,,,,
3823,2019-01-17,170310076,42401,,,5.0,,
3824,2019-01-17,170311016,81102,,,,,32.0
3825,2019-01-17,170311601,42401,,,1.4,,
3826,2019-01-17,170313103,42602,,,,33.6,
3827,2019-01-17,170314002,42602,,,,28.1,
3828,2019-01-17,170314201,44201,0.018,,,,
3829,2019-01-18,170310076,42401,,,3.0,,
3830,2019-01-18,170311016,81102,,,,,23.0
3831,2019-01-18,170311601,42401,,,0.6,,
3832,2019-01-18,170313103,42602,,,,19.7,
3833,2019-01-18,170314002,42602,,,,18.8,
3834,2019-01-18,170314201,44201,0.039,,,,
3835,2019-01-19,170310022,81102,,,,,14.0
3836,2019-01-19,170310076,42401,,,1.1,,
3837,2019-01-19,170311016,81102,,,,,11.0
3838,2019-01-19,170311601,42401,,,0.3,,
3839,2019-01-19,170313103,42602,,,,24.9,
3840,2019-01-19,170314002,42602,,,,14.1,
3841,2019-01-19,170314201,44201,0.038,,,,
3842,2019-01-20,170310022,81102,,,,,16.0
3843,2019-01-20,170310076,42401,,,1.7,,
3844,2019-01-20,170311016,81102,,,,,26.0
3845,2019-01-20,170311601,42401,,,0.1,,
3846,2019-01-20,170313103,42602,,,,36.5,
3847,2019-01-20,170314002,42602,,,,19.6,
3848,2019-01-20,170314201,44201,0.035,,,,
3849,2019-01-21,170310022,81102,,,,,16.0
3850,2019-01-21,170310076,42401,,,2.0,,
3851,2019-01-21,170311016,81102,,,,,30.0
3852,2019-01-21,170311601,42401,,,0.2,,
3853,2019-01-21,170313103,42602,,,,45.6,
3854,2019-01-21,170314002,42602,,,,42.8,
3855,2019-01-21,170314201,44201,0.033,,,,
3856,2019-01-22,170310022,81102,,,,,20.0
