"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE","airnowval","aqsval"
"07/13/2019","AQS","170310076","1","0.057","ppm","58","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.057"
"07/14/2019","AQS","170310076","1","0.057","ppm","58","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.057"
"07/23/2019","AQS","170310076","1","0.042","ppm","39","COM ED MAINTENANCE BLDG","13","76.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.042"
"07/24/2019","AQS","170310076","1","0.03","ppm","28","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.03"
"07/26/2019","AQS","170310076","1","0.053","ppm","49","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.053"
"07/27/2019","AQS","170310076","1","0.057","ppm","58","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.057"
"07/28/2019","AQS","170310076","1","0.056","ppm","54","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.056"
"07/29/2019","AQS","170310076","1","0.039","ppm","36","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.039"
"07/30/2019","AQS","170310076","1","0.029","ppm","27","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.029"
"07/31/2019","AQS","170310076","1","0.027","ppm","25","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.027"
"08/01/2019","AQS","170310076","1","0.046","ppm","43","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.046"
"08/02/2019","AQS","170310076","1","0.056","ppm","54","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.056"
"08/03/2019","AQS","170310076","1","0.065","ppm","84","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.065"
"08/04/2019","AQS","170310076","1","0.056","ppm","54","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.056"
"08/05/2019","AQS","170310076","1","0.059","ppm","64","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.059"
"08/06/2019","AQS","170310076","1","0.049","ppm","45","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.049"
"08/07/2019","AQS","170310076","1","0.051","ppm","47","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.051"
"08/08/2019","AQS","170310076","1","0.043","ppm","40","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.043"
"08/09/2019","AQS","170310076","1","0.05","ppm","46","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.05"
"08/10/2019","AQS","170310076","1","0.065","ppm","84","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.065"
"08/11/2019","AQS","170310076","1","0.05","ppm","46","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.05"
"08/12/2019","AQS","170310076","1","0.044","ppm","41","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.044"
"08/13/2019","AQS","170310076","1","0.046","ppm","43","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.046"
"08/14/2019","AQS","170310076","1","0.045","ppm","42","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.045"
"08/15/2019","AQS","170310076","1","0.035","ppm","32","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.035"
"08/16/2019","AQS","170310076","1","0.045","ppm","42","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.045"
"08/17/2019","AQS","170310076","1","0.037","ppm","34","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.037"
"08/18/2019","AQS","170310076","1","0.045","ppm","42","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.045"
"08/19/2019","AQS","170310076","1","0.056","ppm","54","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.056"
"08/20/2019","AQS","170310076","1","0.028","ppm","26","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.028"
"08/21/2019","AQS","170310076","1","0.046","ppm","43","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.046"
"08/22/2019","AQS","170310076","1","0.035","ppm","32","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.035"
"08/23/2019","AQS","170310076","1","0.031","ppm","29","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.031"
"08/24/2019","AQS","170310076","1","0.033","ppm","31","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.033"
"08/25/2019","AQS","170310076","1","0.045","ppm","42","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.045"
"08/26/2019","AQS","170310076","1","0.028","ppm","26","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.028"
"08/27/2019","AQS","170310076","1","0.038","ppm","35","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.038"
"08/28/2019","AQS","170310076","1","0.032","ppm","30","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.032"
"08/29/2019","AQS","170310076","1","0.046","ppm","43","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.046"
"08/30/2019","AQS","170310076","1","0.04","ppm","37","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.04"
"08/31/2019","AQS","170310076","1","0.039","ppm","36","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.039"
"09/01/2019","AQS","170310076","1","0.032","ppm","30","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.032"
"09/02/2019","AQS","170310076","1","0.047","ppm","44","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.047"
"09/03/2019","AQS","170310076","1","0.032","ppm","30","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.032"
"09/04/2019","AQS","170310076","1","0.023","ppm","21","COM ED MAINTENANCE BLDG","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","41.7513999786378","-87.7134881520007",".","0.023"
