id,x,y
170311016,41.80118,-87.832349
170310022,41.687165,-87.539315
170314007,42.060285,-87.863225
170310001,41.670992,-87.732457
170314201,42.139996,-87.799227
170313103,41.965193,-87.876265
170311003,41.984332,-87.792002
170310076,41.7514,-87.713488
170310032,41.755832,-87.54535
170314002,41.855243,-87.75247
170317002,42.062053,-87.675254
170310219,41.920009,-87.672995
